Temp	omega_1
50.15323856181652	245.2142431787869
50.0	245.2308961223677
49.15323856181652	245.3198296398919
49.0	245.3353716005197
48.15323856181652	245.4182570027067
48.0	245.4327210428349
47.15323856181652	245.5097431193732
47.0	245.5231630717398
46.35727257660027	245.5777500059511
46.15323856181652	245.5945110232326
46.0	245.6069215244785
45.15323856181652	245.6727889471718
45.0	245.6842254536438
44.15323856181652	245.744810422383
44.0	245.7553091476544
43.15323856181652	245.8108142319057
43.0	245.8204122187406
42.15323856181652	245.8710442962356
42.0	245.8797794452312
41.15323856181652	245.9257499034814
41.0	245.9336608142801
40.15323856181652	245.9750156305932
40.0	245.9820817357364
39.15323856181652	246.0190487700544
39.0	246.0253700062575
38.15323856181652	246.0583371843532
38.0	246.0639556970796
37.15323856181652	246.093149574718
37.0	246.0981053221959
36.15323856181652	246.1237509464081
36.0	246.1280832576155
35.15323856181652	246.1503663794424
35.0	246.1541075286174
34.15323856181652	246.1732431993908
34.0	246.176436283149
33.15323856181652	246.1926624001839
33.0	246.1953504440555
32.15323856181652	246.2089038518945
32.0	246.211129558749
31.15323856181652	246.2222456567471
31.0	246.2240514886226
30.90484838440018	246.2251422104659
30.15323856181652	246.2329639015652
30.0	246.234391902651
29.15323856181652	246.2411876425384
29.0	246.2422338314634
28.15323856181652	246.2471770213284
28.0	246.2479274133547
27.27272727272727	246.2509321571478
27.15323856181652	246.251342048848
27.0	246.25183485802
26.15323856181652	246.2539298067783
26.0	246.2541504460605
25.15323856181652	246.2547836907628
25.0	246.2548095128287
24.15323856181652	246.2545149290661
24.0	246.2543883327438
23.15323856181652	246.2533343264263
23.0	246.2530849312591
22.15323856181652	246.2514297957457
22.0	246.2510852616766
21.15323856181652	246.2489761927179
21.0	246.2485620730914
20.15323856181652	246.246134223166
20.0	246.2456738679326
19.15323856181652	246.2430497089873
19.0	246.2425640767474
18.15323856181652	246.2398528712109
18.0	246.2393605277183
17.15323856181652	246.2366580557249
17.0	246.2361751247801
16.15323856181652	246.2335636004668
16.0	246.2331037023761
15.45242419220009	246.2314995797604
15.15323856181652	246.2306518153832
15.0	246.2302261914608
14.15323856181652	246.227989248097
14.0	246.2276067139608
13.15323856181652	246.2256268476424
13.0	246.2252938041341
12.15323856181652	246.2235999835177
12.0	246.2233205194654
11.15323856181652	246.2219285730108
11.0	246.2217043331495
10.15323856181652	246.2206170089374
10.0	246.2204473481847
9.153238561816522	246.2196544431175
9.0	246.2195363598622
8.153238561816522	246.219015607064
8.0	246.2189440809454
7.153238561816522	246.2186627763687
7.0	246.2186310836163
6.153238561816522	246.2185487132796
6.0	246.2185490285482
5.153238561816522	246.2186213369649
5.0	246.2186457524512
4.153238561816522	246.2188396882648
4.0	246.2188950278774
3.153238561816522	246.2190711960468
3.0	246.2190671751372
2.153238561816522	246.2190505587252
2.0	246.2191085576401
1.153238561816522	246.2195214129554
1.0	246.219585927327
0.1532385618165222	246.2196509101371
0.0	246.2196508381352
